Date,Value
2002-05-25,403000
2002-06-01,378000
2002-06-08,388000
2002-06-15,396000
2002-06-22,388000
2002-06-29,386000
2002-07-06,391000
2002-07-13,384000
2002-07-20,379000
2002-07-27,390000
2002-08-03,388000
2002-08-10,389000
2002-08-17,399000
2002-08-24,398000
2002-08-31,394000
2002-09-07,416000
2002-09-14,412000
2002-09-21,401000
2002-09-28,409000
2002-10-05,404000
2002-10-12,405000
2002-10-19,412000
2002-10-26,409000
2002-11-02,405000
2002-11-09,400000
2002-11-16,389000
2002-11-23,390000
2002-11-30,377000
2002-12-07,425000
2002-12-14,429000
2002-12-21,394000
2002-12-28,409000
2003-01-04,393000
2003-01-11,378000
2003-01-18,402000
2003-01-25,407000
2003-02-01,413000
2003-02-08,390000
2003-02-15,420000
2003-02-22,421000
2003-03-01,436000
2003-03-08,424000
2003-03-15,430000
2003-03-22,411000
2003-03-29,436000
2003-04-05,417000
2003-04-12,434000
2003-04-19,450000
2003-04-26,444000
2003-05-03,428000
2003-05-10,417000
2003-05-17,425000
2003-05-24,419000
2003-05-31,431000
2003-06-07,429000
2003-06-14,421000
2003-06-21,408000
2003-06-28,429000
2003-07-05,433000
2003-07-12,412000
2003-07-19,403000
2003-07-26,398000
2003-08-02,401000
2003-08-09,404000
2003-08-16,398000
2003-08-23,391000
2003-08-30,407000
2003-09-06,422000
2003-09-13,394000
2003-09-20,379000
2003-09-27,387000
2003-10-04,386000
2003-10-11,376000
2003-10-18,387000
2003-10-25,379000
2003-11-01,363000
2003-11-08,371000
2003-11-15,370000
2003-11-22,354000
2003-11-29,357000
2003-12-06,367000
2003-12-13,363000
2003-12-20,354000
2003-12-27,349000
2004-01-03,356000
2004-01-10,354000
2004-01-17,362000
2004-01-24,353000
2004-01-31,376000
2004-02-07,380000
2004-02-14,356000
2004-02-21,359000
2004-02-28,348000
2004-03-06,344000
2004-03-13,338000
2004-03-20,346000
2004-03-27,340000
2004-04-03,335000
2004-04-10,355000
2004-04-17,364000
2004-04-24,339000
2004-05-01,324000
2004-05-08,329000
2004-05-15,349000
2004-05-22,342000
2004-05-29,337000
2004-06-05,355000
2004-06-12,339000
2004-06-19,354000
2004-06-26,348000
2004-07-03,326000
2004-07-10,345000
2004-07-17,355000
2004-07-24,348000
2004-07-31,341000
2004-08-07,336000
2004-08-14,332000
2004-08-21,343000
2004-08-28,352000
2004-09-04,326000
2004-09-11,331000
2004-09-18,341000
2004-09-25,351000
2004-10-02,335000
2004-10-09,338000
2004-10-16,327000
2004-10-23,338000
2004-10-30,332000
2004-11-06,330000
2004-11-13,337000
2004-11-20,313000
2004-11-27,335000
2004-12-04,343000
2004-12-11,316000
2004-12-18,322000
2004-12-25,320000
2005-01-01,356000
2005-01-08,369000
2005-01-15,332000
2005-01-22,329000
2005-01-29,331000
2005-02-05,307000
2005-02-12,308000
2005-02-19,318000
2005-02-26,314000
2005-03-05,333000
2005-03-12,324000
2005-03-19,329000
2005-03-26,342000
2005-04-02,335000
2005-04-09,323000
2005-04-16,307000
2005-04-23,317000
2005-04-30,334000
2005-05-07,327000
2005-05-14,321000
2005-05-21,320000
2005-05-28,340000
2005-06-04,338000
2005-06-11,333000
2005-06-18,321000
2005-06-25,311000
2005-07-02,327000
2005-07-09,338000
2005-07-16,323000
2005-07-23,318000
2005-07-30,316000
2005-08-06,311000
2005-08-13,319000
2005-08-20,315000
2005-08-27,318000
2005-09-03,326000
2005-09-10,422000
2005-09-17,424000
2005-09-24,359000
2005-10-01,384000
2005-10-08,383000
2005-10-15,348000
2005-10-22,324000
2005-10-29,322000
2005-11-05,325000
2005-11-12,309000
2005-11-19,324000
2005-11-26,311000
2005-12-03,321000
2005-12-10,327000
2005-12-17,312000
2005-12-24,320000
2005-12-31,302000
2006-01-07,326000
2006-01-14,285000
2006-01-21,290000
2006-01-28,282000
2006-02-04,289000
2006-02-11,298000
2006-02-18,283000
2006-02-25,293000
2006-03-04,302000
2006-03-11,307000
2006-03-18,303000
2006-03-25,295000
2006-04-01,291000
2006-04-08,299000
2006-04-15,299000
2006-04-22,308000
2006-04-29,321000
2006-05-06,347000
2006-05-13,335000
2006-05-20,319000
2006-05-27,330000
2006-06-03,307000
2006-06-10,298000
2006-06-17,308000
2006-06-24,309000
2006-07-01,316000
2006-07-08,343000
2006-07-15,318000
2006-07-22,306000
2006-07-29,311000
2006-08-05,318000
2006-08-12,310000
2006-08-19,315000
2006-08-26,314000
2006-09-02,315000
2006-09-09,314000
2006-09-16,324000
2006-09-23,319000
2006-09-30,309000
2006-10-07,316000
2006-10-14,305000
2006-10-21,313000
2006-10-28,328000
2006-11-04,319000
2006-11-11,311000
2006-11-18,326000
2006-11-25,349000
2006-12-02,327000
2006-12-09,311000
2006-12-16,318000
2006-12-23,323000
2006-12-30,341000
